Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Dendrite,CellType
00810.swc,810,12.5664,6,29,62,34,119.1,202.58,61,1.99753,1208.19,7591.28,3795.64,128.444,142.026,8,0.921299,12.0484,1,86.2045,64.961,1.06692,basal,SFG
00811.swc,1232,12.5664,7,38,82,45,182.99,172.55,83,1.99838,1897.06,11919.6,5959.79,173.383,207.265,10,0.905591,14.0122,1,71.9449,56.0319,1.07285,other,SFG
00812.swc,1549,12.5664,9,38,83,46,253.49,198.01,83,1.99871,2357.36,14811.7,7405.87,144.456,176.051,6,0.905069,17.6506,1,70.2949,58.1452,1.11922,basal,MFG
00813.swc,1093,12.5664,9,34,75,42,236.68,147.61,70.14,1.99817,1809.5,11369.4,5684.71,146.924,170.014,5,0.908267,13.56,1,77.7016,56.589,1.06546,other,MFG
00814.swc,783,12.5664,11,25,59,35,181.72,161.86,85,1.99745,1599.41,10049.4,5024.68,119.212,139.9,5,0.910999,12.2542,1,85.2718,60.0765,1.05794,basal,MFG
00815.swc,1107,12.5664,10,42,93,52,132.34,138.91,93,1.99819,1775.28,11154.4,5577.21,87.565,108.67,7,0.901899,10.8925,1,82.5757,65.7707,1.06775,basal,MFG
00816.swc,1243,12.5664,8,46,98,53,187.31,225.74,89.73,1.99839,1962.24,12329.1,6164.57,130.176,169.758,7,0.907006,11.6735,1,82.6021,68.3187,1.07616,other,MFG
00817.swc,1764,12.5664,12,52,114,63,260.1,201.56,110,1.99887,2738.62,17207.3,8603.63,156.537,202.565,9,0.898235,14.4649,1,97.3139,72.0152,1.12095,basal,MFG
00818.swc,2003,12.5664,14,54,120,67,241.77,203.09,90.332,1.999,3592.67,22573.4,11286.7,147.661,166.453,7,0.910977,15.6833,1,73.8297,60.8747,1.15417,other,MFG
00819.swc,842,12.5664,10,25,58,34,221.47,122.16,76,1.99762,1463.56,9195.8,4597.9,120.92,132.209,5,0.897357,13.5,1,81.3136,64.2838,1.07814,basal,MFG
00820.swc,957,12.5664,11,28,66,39,152.41,137.94,67,1.99791,1544.05,9701.58,4850.79,92.5551,125.86,6,0.891024,13.4848,1,90.409,66.3949,1.08971,basal,MFG
00821.swc,1134,12.5664,12,34,81,48,161.86,141.51,80,1.99824,1784.76,11214,5606.99,108.067,123.068,7,0.899647,12.9877,1,73.0142,61.0361,1.10575,apical,STG
00822.swc,978,12.5664,5,38,79,42,167.46,129.29,68,1.99796,1401.38,8805.11,4402.56,94.1714,131.093,9,0.903312,11.3671,1,79.377,69.4393,1.05767,apical,STG
00823.swc,1131,12.5664,9,27,62,36,191.9,177.06,88,1.99823,1694.61,10647.6,5323.78,141.682,179.127,6,0.910058,17.2258,1,91.4424,61.4229,1.05071,apical,STG
00824.swc,533,12.5664,5,19,41,23,160.34,135.9,91,1.99625,827.36,5198.45,2599.23,103.8,117.469,7,0.91084,11.9756,1,72.944,62.3956,1.03286,apical,STG
00825.swc,868,12.5664,4,27,56,30,203.09,115.54,100,1.9977,1289.5,8102.16,4051.08,129.297,167.338,8,0.892393,14.4821,1,83.122,67.9405,1.05043,apical,STG
00826.swc,495,12.5664,5,19,41,23,144.55,98.89,68,1.99596,777.333,4884.13,2442.06,93.6745,109.036,7,0.893066,11.0488,1,88.0999,60.8968,1.05134,apical,STG
00827.swc,1409,12.5664,9,31,70,40,177.13,186.8,108,1.99858,2037.08,12799.3,6399.67,137.595,157.271,9,0.893441,19.1143,1,65.9547,60.1758,1.06318,other,STG
00828.swc,1529,12.5664,9,43,94,52,190.87,212.76,104.06,1.99869,2245.17,14106.8,7053.4,160.935,185.246,9,0.902573,15.2553,1,76.9121,61.947,1.11463,apical,STG
00829.swc,1314,12.5664,11,39,87,49,232.39,242.21,119,1.99848,2064.21,12969.8,6484.91,178.952,222.566,9,0.890932,14.092,1,92.4625,69.2082,1.06776,other,STG
00830.swc,1365,12.5664,8,37,80,44,173.06,201.16,88,1.99853,2100.9,13200.4,6600.19,115.988,144.902,7,0.895814,16.05,1,85.6812,59.6208,1.09613,other,TP
00831.swc,1560,12.5664,9,38,84,47,243.3,255.51,113,1.99872,2639.87,16586.8,8293.39,142.584,169.144,7,0.917792,17.5595,1,77.6121,63.8747,1.08512,other,TP
00832.swc,1260,12.5664,11,37,83,47,178.15,227.52,98.7,1.99841,2408.35,15132.1,7566.06,129.298,163.461,9,0.909208,14.1687,1,83.0407,59.0279,1.07685,other,TP
00833.swc,941,12.5664,7,35,76,42,190.8,193.93,86,1.99787,1517.62,9535.48,4767.74,140.037,157.229,10,0.907589,11.3684,1,84.5637,70.4361,1.07447,other,TP
00834.swc,1127,12.5664,7,35,78,44,165.93,155.25,90.67,1.99823,1694.04,10644,5321.99,111.654,226.456,10,0.883317,13.4359,1,91.1159,74.9775,1.07199,other,TP
00835.swc,1417,12.5664,7,39,83,45,225.48,244.16,92,1.99859,2134.13,13409.1,6704.57,157.719,200.884,8,0.903455,16.0602,1,73.3465,57.6642,1.10418,other,TP
00836.swc,1308,12.5664,13,32,75,44,233.24,198,94.995,1.99847,2105,13226.1,6613.05,136.208,156.802,5,0.911887,16.4267,1,79.7234,58.2959,1.13198,other,TP
00837.swc,1892,12.5664,8,40,86,47,180.69,257.05,136,1.99894,2890.12,18159.1,9079.57,147.07,206.559,8,0.8927,20.9884,1,87.5095,63.631,1.09237,other,TP
00838.swc,2107,12.5664,10,51,110,60,235.16,258.06,113,1.99905,3254.23,20446.9,10223.5,157.474,216.892,10,0.902078,18.1455,1,83.8899,61.7552,1.12705,other,TP
00839.swc,1719,12.5664,11,40,89,50,213.78,233.63,97,1.99884,2782.72,17484.3,8742.17,129.059,152.124,8,0.904066,18.3034,1,80.6244,60.6347,1.11113,other,TP
00840.swc,1134,12.5664,10,40,88,49,160.85,184.25,83,1.99824,1812.01,11385.2,5692.61,112.885,134.771,8,0.908763,11.875,1,84.4412,59.7635,1.0799,other,TP
00841.swc,1824,12.5664,8,48,102,55,219.88,259.59,97,1.9989,2861.72,17980.7,8990.37,161.711,190.439,12,0.916787,16.8725,1,82.8786,63.1513,1.11834,other,TP
00842.swc,1863,12.5664,10,52,112,61,230.57,228.03,125,1.99893,2888.05,18146.1,9073.07,143.252,161.612,9,0.910552,15.625,1,73.4121,61.8562,1.10401,other,TP
00843.swc,776,12.5664,4,23,48,26,187.82,161.1,95,1.99742,1164.17,7314.73,3657.36,132.099,167.148,6,0.8818,15.1458,1,87.5606,69.0679,1.07863,other,TP
00844.swc,1227,12.5664,6,31,66,36,179.67,205.13,115,1.99837,1920.49,12066.8,6033.41,129.153,166.666,9,0.912281,17.5758,1,68.1648,53.442,1.06864,other,TP
00845.swc,1827,12.5664,8,37,80,44,227.52,257.04,120,1.99891,2771.02,17410.9,8705.43,153.944,199.151,7,0.891438,21.825,1,91.1535,62.1763,1.09581,apical,TP
00846.swc,1761,12.5664,8,51,108,58,221.75,232.11,105,1.99886,2754.13,17304.7,8652.36,153.473,196.376,12,0.911986,15.2963,1,82.3432,66.35,1.10917,other,TP
00847.swc,1520,12.5664,8,43,92,50,215.59,217.34,98,1.99868,2535.27,15929.6,7964.78,140.373,181.095,8,0.90736,15.5109,1,79.0118,59.2436,1.07351,other,TP
00848.swc,1275,12.5664,9,38,83,46,151.17,226.51,118,1.99843,1999.02,12560.2,6280.09,120.089,137.317,9,0.905902,14.3494,1,82.418,66.1011,1.05475,other,TP
00849.swc,2313,12.5664,9,59,125,67,255.6,325.44,129,1.99914,4019.17,25253.2,12626.6,171.302,227.809,8,0.904419,17.496,1,84.6471,60.3688,1.12755,other,TP
00850.swc,1449,12.5664,9,47,101,55,182.73,254.5,108.059,1.99862,2850.42,17909.7,8954.87,140.25,186.746,8,0.903734,13.3366,1,73.0457,56.3357,1.11961,other,TP
00851.swc,1502,12.5664,10,34,76,43,187.82,258.57,103.667,1.99867,2364.21,14854.7,7427.37,155.254,179.454,7,0.906428,18.75,1,81.4312,65.2562,1.08073,other,TP
00852.swc,2420,5541.77,9,54,115,62,334.25,334.25,129,2.33421,4842.51,43386.2,127610,187.228,245.064,12,0.917092,20.0348,0.893241,77.118,56.5826,1.08957,other,TP
00853.swc,1261,12.5664,7,36,77,42,206.79,259.53,110,1.99841,2234.92,14042.4,7021.2,160.864,230.221,8,0.906641,15.3636,1,82.2088,67.2176,1.09263,apical,TP
00854.swc,1600,12.5664,8,45,97,53,225.78,294.93,119,1.99875,3043.65,19123.8,9561.91,157.225,206.949,8,0.919522,15.4845,1,71.9165,53.332,1.0946,other,TP
00855.swc,2662,12.5664,10,80,169,90,250.18,322.05,130,1.99925,4948.29,31091,15545.5,191.43,235.851,13,0.923189,14.7456,1,77.1562,60.0455,1.12653,other,TP
00856.swc,1928,12.5664,13,48,107,60,223.07,336.29,95,1.99896,3686.66,23164,11582,182.814,220.609,13,0.919863,17.0093,1,77.7275,58.1147,1.14965,other,TP
00857.swc,1954,12.5664,15,51,115,65,221.33,253.48,84,1.99898,3289.45,20668.2,10334.1,147.121,166.165,12,0.919291,15.9826,1,80.8812,63.8822,1.18832,other,TP
00858.swc,910,12.5664,6,25,55,31,138.95,223.96,77,1.9978,1451.28,9118.66,4559.33,127.818,148.451,7,0.894203,15.5273,1,83.2066,56.239,1.0928,apical,TP
00859.swc,1636,12.5664,7,45,96,52,187.31,227.01,109,1.99878,2425.2,15238,7618.98,175.796,194.935,9,0.895785,16.0312,1,93.7092,65.6286,1.1198,other,TP
00860.swc,736,12.5664,7,22,49,28,156.26,145.57,68,1.99728,1175.25,7384.32,3692.16,128.726,156.683,6,0.895697,14,1,87.2361,64.9945,1.13336,other,TP
00861.swc,1036,12.5664,10,27,63,37,166.44,188.84,83,1.99807,1624.57,10207.5,5103.73,139.861,177.894,6,0.908477,15.4286,1,76.6617,65.2836,1.13416,apical,TP
00862.swc,1138,12.5664,6,37,78,42,216.83,244.82,81,1.99824,2159.41,13568,6783.98,155.802,178.95,6,0.916759,13.5769,1,72.3141,52.2788,1.07129,other,TP
00863.swc,1542,12.5664,9,48,103,56,199.43,218.51,90,1.9987,2326.29,14616.5,7308.27,129.354,157.23,8,0.904853,13.9612,1,92.8703,69.305,1.1006,apical,TP
00864.swc,1740,12.5664,8,46,98,53,225.77,220.85,94,1.99885,2721.57,17100.1,8550.07,136.862,161.903,6,0.91183,16.7449,1,79.8064,56.0235,1.10433,other,TP
00865.swc,2101,12.5664,9,44,95,52,249.92,228.82,103,1.99905,3160.39,19857.3,9928.64,172.741,209.724,6,0.902597,21.1053,1,79.6168,50.2694,1.13181,other,TP
00866.swc,1613,12.5664,9,41,89,49,228.55,220.3,97,1.99876,2451.72,15404.6,7702.3,126.433,156.826,7,0.909328,17.1124,1,82.8005,63.4296,1.06444,other,TP
00867.swc,1333,12.5664,7,37,79,43,208.18,211.24,74,1.9985,2108.05,13245.3,6622.64,145.775,176.088,6,0.914679,15.8608,1,68.043,54.6125,1.0466,apical,TP
00868.swc,1513,12.5664,10,53,117,65,190.37,227.47,78,1.99868,2303.82,14475.3,7237.65,136.511,158.644,8,0.907498,11.9231,1,85.308,65.3446,1.08562,apical,TP
00869.swc,1854,12.5664,9,53,114,62,206.14,213.78,97.827,1.99892,2809.7,17653.9,8826.94,149.026,188.721,10,0.915032,15.2544,1,83.0102,67.9563,1.07099,apical,TP
00870.swc,1629,12.5664,8,46,98,53,175.09,253.48,145,1.99877,2376.39,14931.3,7465.64,146.298,175.02,8,0.907604,15.6122,1,99.1681,71.1886,1.09929,other,TP
00871.swc,2156,12.5664,10,55,118,64,284.08,302.39,123,1.99907,4079.59,25632.8,12816.4,214.2,248.565,8,0.917171,17.2627,1,85.7402,62.2935,1.14592,other,TP
00872.swc,2286,12.5664,15,62,137,76,209.02,226.51,121,1.99913,3539.65,22240.3,11120.1,160.415,209.648,8,0.908731,15.6788,1,82.2998,63.9129,1.17324,other,TP
00873.swc,1643,12.5664,15,27,67,41,183.75,228.03,127,1.99878,2610.57,16402.7,8201.34,143.71,186.731,7,0.891054,23.5075,1,74.231,54.9602,1.12731,apical,TP
00874.swc,2372,12.5664,9,58,124,67,292.9,342.39,159,1.99916,4403.35,27667.1,13833.5,204.472,258.385,9,0.91337,18.121,1,82.0496,60.6282,1.14643,other,TP
00875.swc,2294,12.5664,9,50,107,58,245.85,258.06,145,1.99913,3402.4,21377.9,10689,153.333,196.091,7,0.90523,20.4299,1,79.5312,63.8709,1.09962,other,TP
00876.swc,2021,12.5664,13,49,109,61,185.28,208.69,128,1.99901,3065.64,19262,9630.98,128.178,163.553,10,0.895917,17.5321,1,87.0022,61.8891,1.06219,other,TP
00877.swc,2380,12.5664,11,39,87,49,246.35,257.55,141,1.99916,3612.91,22700.6,11350.3,171.087,207.648,9,0.901738,26.3448,1,88.5035,55.1705,1.09709,other,TP
00878.swc,2549,12.5664,8,61,129,69,258.92,345.78,162.967,1.99922,4623.4,29049.7,14524.8,200.022,252.645,9,0.920251,18.7519,1,84.9067,61.4647,1.10261,other,TP
00879.swc,2329,12.5664,9,46,99,54,247.38,258.57,105,1.99914,3454.1,21702.7,10851.4,172.32,252.274,7,0.903443,22.5152,1,86.0653,57.9364,1.10079,other,TP
00880.swc,2669,12.5664,6,50,106,57,340.35,296.29,177,1.99925,4665.36,29313.3,14656.6,194.528,267.666,10,0.90706,24.1698,1,86.1301,61.7705,1.11206,other,TP
00881.swc,3323,12.5664,7,73,151,79,269.16,295.61,150,1.9994,5748.52,36119,18059.5,211.219,251.985,9,0.907103,21,1,91.2213,62.2373,1.11839,other,TP
00882.swc,3642,12.5664,12,64,138,75,334.93,340.36,148,1.99945,6677.18,41953.9,20977,213.095,275.393,11,0.907579,25.3841,1,74.5729,55.3456,1.10688,other,TP
00883.swc,3060,12.5664,6,66,137,72,337.64,332.9,138,1.99935,5547.59,34856.5,17428.3,213.657,260.932,11,0.912339,21.3285,1,78.6734,58.9285,1.10705,apical,TP
00884.swc,1665,12.5664,7,47,100,54,197.49,231.59,78,1.9988,2473.18,15539.4,7769.72,146.863,185.987,7,0.902445,15.64,1,83.29,62.3128,1.13335,other,TP
00885.swc,2228,12.5664,7,59,124,66,211.24,247.88,95,1.9991,3299.03,20728.4,10364.2,176.521,207.794,11,0.905358,16.9597,1,90.7522,62.8945,1.14592,apical,TP
00886.swc,2249,12.5664,11,57,124,68,296.79,324.76,127,1.99911,4025.82,25295,12647.5,195.375,243.646,10,0.896408,17.129,1,90.284,60.7942,1.10861,other,TP
00887.swc,2976,12.5664,15,89,191,103,345.78,346.46,160,2.26744,9266.97,75189.6,113939,236.591,268.926,16,0.939204,14.5759,1.40521,77.3658,60.185,1.15881,apical,TP
00888.swc,2004,12.5664,11,49,107,59,309.16,275.95,119,1.999,3825.67,24037.4,12018.7,195.073,226.654,9,0.923566,17.7196,1,84.0718,64.9012,1.11833,other,TP
00889.swc,2437,12.5664,9,52,111,60,306.46,340.36,134,1.99918,4608.23,28954.4,14477.2,219.117,272,8,0.916637,20.9459,1,87.7192,53.6537,1.10045,other,TP
00890.swc,3076,12.5664,13,60,131,72,241.77,252.46,145,1.99935,4634.44,29119,14559.5,186.347,217.972,12,0.904774,22.4733,1,86.0491,60.3857,1.13635,other,TP
00891.swc,3393,12.5664,8,75,156,82,322.05,314.6,142,1.99941,6179.92,38829.6,19414.8,226.768,259.333,14,0.912925,20.7436,1,84.5237,57.5649,1.11724,apical,TP
00892.swc,2455,12.5664,14,65,144,80,290.86,342.39,104,1.99919,4585.57,28812,14406,231.136,254.788,13,0.920744,16.0417,1,84.4822,62.5589,1.13023,apical,TP
00893.swc,1430,12.5664,9,33,73,41,202.58,245.34,121,1.9986,2182.57,13713.5,6856.76,141.506,173.384,7,0.910673,18.5753,1,89.5667,68.7428,1.10924,other,TP
00894.swc,1712,12.5664,9,36,79,44,211.74,226.5,130,1.99883,2537.91,15946.1,7973.07,174.739,214.516,9,0.907934,20.6582,1,86.7242,71.4622,1.08873,apical,TP
00895.swc,2196,12.5664,9,34,76,43,236.69,252.97,117,1.99909,3217.45,20215.8,10107.9,191.082,253.495,8,0.907605,27.8816,1,84.6619,56.3661,1.11527,apical,TP
00896.swc,2524,12.5664,9,56,119,64,291.54,309.17,145,1.99921,4499.63,28272,14136,184.107,222.546,11,0.907886,20.2017,1,84.7256,59.6547,1.1071,apical,TP
00897.swc,2635,12.5664,12,60,130,71,278.66,294.93,135,1.99924,4788.01,30083.9,15042,192.344,249.304,9,0.911309,19.2615,1,76.0671,58.6041,1.11348,other,TP
00898.swc,1440,12.5664,11,29,67,39,226.45,296.29,117,1.99861,2792.2,17543.9,8771.96,189.453,224.851,10,0.916495,20.4776,1,75.8119,64.2623,1.08511,apical,TP
00899.swc,1553,6647.61,9,54,115,62,339,299,166,2.69356,4974.37,47656.6,102273,197.338,231.135,9,0.945805,12.4957,0.882959,69.7491,61.5258,1.10893,other,TP
00900.swc,1660,12.5664,9,46,100,55,204.76,230.07,118,1.9988,2544.92,15990.2,7995.11,163.454,219.342,10,0.903862,15.59,1,77.3785,64.3149,1.10188,other,TP
00901.swc,1619,12.5664,10,34,77,44,214.28,229.05,134,1.99876,2452.62,15410.3,7705.13,134.692,161.973,6,0.906801,20.013,1,80.171,60.5219,1.05831,other,TP
00902.swc,1545,14526.7,13,42,95,54,259.08,202.07,161,3.6021,3719.91,56638.1,322351,180.002,219.678,7,0.918106,15.2526,1.06934,75.0077,60.3993,1.14372,other,TP
00903.swc,2009,12.5664,7,39,83,45,192.23,216.33,134,1.999,2875.2,18065.4,9032.72,150.448,193.811,8,0.904472,23.1928,1,76.8578,62.3333,1.05557,basal,TP
00904.swc,3284,12.5664,9,65,138,74,407.2,425.52,206,1.99939,7320.86,45998.3,22999.2,276.781,337.501,8,0.913914,22.7899,1,78.9144,58.9643,1.15418,other,STG-AP
00905.swc,2959,12.5664,14,52,117,66,409.24,393.97,190,1.99932,6973.5,43815.8,21907.9,318.292,370.51,8,0.918507,24.2821,1,72.2684,54.8421,1.15242,other,STG-AP
00906.swc,3213,12.5664,14,48,110,63,476.43,319.66,224,1.99938,7243.46,45512,22756,264.822,305.06,10,0.914134,28.2,1,78.6144,52.0131,1.14863,basal,STG-AP
00907.swc,3061,12.5664,9,58,123,66,293.57,344.43,167,1.99935,5783.9,36341.3,18170.7,214.925,260.981,7,0.928722,23.878,1,84.6302,56.651,1.08413,other,STG-AP
00908.swc,3766,12.5664,11,78,166,89,343.75,291.54,196,1.99947,6866.68,43144.7,21572.3,226.961,273.734,14,0.925681,21.6807,1,76.7185,59.1082,1.1015,apical,STG-AP
00909.swc,2981,12.5664,11,57,126,70,421.45,433.67,161,1.99933,6955.19,43700.8,21850.4,258.5,319.404,8,0.923298,22.6508,1,77.9046,57.7299,1.09936,other,STG-AP
00910.swc,2654,12.5664,8,44,94,51,343.74,313.24,142,1.99925,4732.37,29734.4,14867.2,200.587,243.617,9,0.913671,27.2234,1,87.2969,63.949,1.09728,apical,STG-AP
00911.swc,2569,12.5664,11,37,83,47,349.17,495.76,215,1.99922,5919.03,37190.4,18595.2,323.306,360.8,6,0.928367,29.9398,1,82.9734,52.8789,1.13587,other,STG-AP
00912.swc,3058,12.5664,17,49,114,66,402.11,345.11,205,1.99935,7431.4,46692.8,23346.4,236.733,306.877,8,0.920377,25.8158,1,83.2521,62.3576,1.10998,basal,STG-AP
00913.swc,2948,12.5664,18,47,110,64,441.81,416.7,151,1.99932,7380.81,46375,23187.5,318.78,345.228,10,0.915376,25.7909,1,83.2613,59.0971,1.17458,basal,STG-AP
00914.swc,2128,12.5664,18,26,68,43,338.32,307.13,152,1.99906,3956.78,24861.2,12430.6,216.866,258.889,5,0.910984,30.2794,1,90.6463,61.8309,1.11536,other,STG-AP
00915.swc,1168,12.5664,9,15,37,23,206.15,252.47,84,1.99829,1772.59,11137.5,5568.74,157.79,188.56,4,0.897262,30.5405,1,87.4006,66.951,1.13023,other,STG-AP
