Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Dendrite,CellType
01717.swc,649,12.5664,10,25,58,34,161,137.42,102,1.99692,1594.41,10018,5008.99,102.81,159.773,8,0.921392,10.1724,1,57.7651,48.1343,1.09888,other,SPL
01718.swc,1241,12.5664,9,47,102,56,156.86,198.26,116,1.99839,2528.58,15887.5,7943.76,144.443,169.635,8,0.916025,11.1569,1,68.45,55.2566,1.13833,basal,SPL
01719.swc,1021,12.5664,7,48,104,57,281.98,242.74,73,1.99804,2240.48,14077.3,7038.67,202.336,220.384,11,0.937198,8.80769,1,60.8347,47.9003,1.11032,other,SPL
01720.swc,870,12.5664,9,27,62,36,172.96,207,49,1.9977,1367.18,8590.26,4295.13,116.051,138.571,7,0.904884,13.0161,1,81.7066,66.4108,1.09392,other,SPL
01721.swc,769,12.5664,7,32,69,38,195.04,171.58,80,1.9974,1163.47,7310.32,3655.16,125.497,150.918,9,0.931717,10.1304,1,71.0577,63.336,1.03205,apical,SPL
01722.swc,1180,12.5664,8,49,104,56,226.81,149.57,114,1.99831,2184.33,13724.6,6862.28,160.138,178.667,8,0.939176,10.3365,1,57.2335,45.8119,1.14187,other,SPL
01723.swc,968,12.5664,9,45,97,53,143.52,170.2,87,1.99793,1585.02,9958.96,4979.48,132.882,187.775,9,0.929846,8.96907,1,67.629,52.6747,1.07334,other,SPL
01724.swc,1138,12.5664,8,44,94,51,196.77,302.82,115,1.99824,2065.79,12979.7,6489.87,158.086,183.531,9,0.932035,11.0957,1,61.9028,49.7275,1.08649,basal,SPL
01725.swc,1280,12.5664,9,55,118,67,148.12,216.2,83.15,1.99687,1844.45,11589,5794.5,112.694,127.09,8,0.934943,9.69492,1,59.6705,50.8321,1.06771,other,SPL
01726.swc,1068,12.5664,8,41,88,48,204.75,236,87,1.99813,1965.75,12351.2,6175.58,140.757,165.628,10,0.925683,11.125,1,55.1112,52.2306,1.0988,apical,SPL
01727.swc,1056,12.5664,6,39,82,44,138,212.98,88,1.99811,1704.42,10709.2,5354.59,121.874,141.707,8,0.930925,11.8659,1,70.7551,51.7131,1.05172,other,SPL
01728.swc,989,12.5664,10,35,80,46,142.14,134.78,76,1.99798,1508.67,9479.23,4739.61,86.6374,107.977,8,0.904785,11.35,1,79.7908,60.7963,1.09729,apical,SPL
01729.swc,1792,12.5664,11,74,158,85,174.34,218.04,92,1.99888,2567.1,16129.5,8064.77,139.607,170.755,11,0.914295,10.3354,1,55.5036,47.5729,1.08645,basal,SPL
01730.swc,999,12.5664,9,29,65,37,130.64,138.92,77.72,1.998,1540.91,9681.85,4840.92,117.407,144.687,8,0.914132,14.3538,1,79.1978,58.2596,1.09936,other,SPL
01731.swc,877,12.5664,11,30,69,40,124.66,146.28,97,1.99772,1549.72,9737.19,4868.59,89.5041,131.621,7,0.89427,11.6957,1,66.3459,52.2497,1.10684,apical,SPL
01732.swc,930,12.5664,12,31,72,42,151.34,167.44,72.13,1.99785,1453.2,9130.71,4565.35,122.13,134.427,8,0.92774,11.9028,1,68.7889,57.4132,1.06873,apical,SPL
01733.swc,486,12.5664,6,18,40,23,169.28,130.18,60,1.99588,793.853,4987.93,2493.96,105.85,117.355,6,0.922291,11.125,1,62.6679,52.9782,1.05262,other,SPL
01734.swc,1574,12.5664,5,70,147,78,298.53,186.96,126,1.99873,2885.22,18128.3,9064.17,177.989,196.348,12,0.937918,9.70068,1,61.1737,55.6217,1.12777,other,SPL
01735.swc,969,12.5664,6,40,84,45,182.16,160.54,75,1.99794,1429.49,8981.74,4490.87,131.808,170.3,8,0.927067,10.5238,1,60.599,57.8716,1.11297,other,SPL
01736.swc,632,12.5664,7,25,55,31,122.82,123.28,90.92,1.99684,978.254,6146.55,3073.28,114.598,136.034,5,0.931729,10.4727,1,54.3641,46.1059,1.10643,other,SPL
01737.swc,557,12.5664,6,25,54,30,154.56,122.82,60,1.99641,818.719,5144.16,2572.08,98.6393,109.867,6,0.923413,9.2963,1,68.3665,54.1481,1.04303,apical,SPL
01738.swc,1953,12.5664,9,45,98,54,310.79,270.95,107,1.99898,3288.03,20659.3,10329.6,195.885,217.666,8,0.904678,18.9184,1,82.1988,56.0815,1.11766,apical,SPL
01739.swc,634,12.5664,5,23,49,27,126.04,131.56,83,1.99685,919.487,5777.31,2888.65,91.032,106.148,6,0.914821,11.9184,1,79.4962,58.35,1.04806,other,SPL
01740.swc,527,12.5664,8,14,34,21,127.88,128.34,70,1.9962,796.355,5003.65,2501.82,82.9047,98.8232,5,0.92726,14.4706,1,80.7224,54.7146,1.05102,other,SPL
01741.swc,969,12.5664,7,40,85,46,207.81,171.64,81,1.99794,1715.46,10778.5,5389.26,133.116,167.313,7,0.937847,10.3882,1,79.1055,52.2126,1.03975,apical,SPL
01742.swc,514,12.5664,7,17,39,23,130.18,136.16,70,1.99611,898.743,5646.97,2823.48,75.2952,98.4636,4,0.913966,12.1538,1,60.3933,60.2038,1.04609,apical,SPL
01743.swc,904,12.5664,10,26,60,35,203.78,153.18,68,1.99779,1364.13,8571.05,4285.53,151.004,164.572,7,0.916686,14.05,1,64.3329,62.9612,1.08962,apical,SPL
01744.swc,1084,12.5664,10,44,97,54,240.29,151.41,72,1.99815,2000.56,12569.9,6284.94,153.364,169.422,8,0.916907,10.1649,1,69.1908,61.5874,1.1081,other,SPL
01745.swc,1065,12.5664,9,28,64,37,183.29,227.43,79,1.99812,1870.43,11752.3,5876.13,127.309,147.82,7,0.918974,15.625,1,81.1729,62.1323,1.07895,basal,SPL
01746.swc,681,12.5664,6,25,55,31,141.68,138,62.89,1.99706,991.138,6227.5,3113.75,88.0245,123.151,7,0.910165,11.3636,1,81.7261,56.0879,1.04843,other,SPL
01747.swc,742,12.5664,5,28,61,34,140.76,145.82,95,1.9973,1119.77,7035.73,3517.87,110.998,135.002,8,0.924205,11.1475,1,52.4864,46.1213,1.05202,other,ROL
01748.swc,748,12.5664,12,26,62,37,138.92,125.12,94,1.99733,1209.91,7602.08,3801.04,104.574,145.007,5,0.916858,11.0484,1,73.5552,50.7877,1.10369,other,ROL
01749.swc,1003,12.5664,7,47,99,53,192.48,166.12,108,1.99801,1735.71,10905.8,5452.9,111.363,130.12,7,0.938769,9.12121,1,65.8922,60.0194,1.06762,other,ROL
01750.swc,809,12.5664,10,31,72,42,129.21,165.14,93,1.99753,1171.58,7361.26,3680.63,105.974,122.449,8,0.926737,10.2222,1,78.3919,67.6053,1.06264,other,ROL
01751.swc,1255,12.5664,7,52,109,58,249.96,272.94,119,1.99841,2417.45,15189.3,7594.63,199.261,220.818,8,0.945682,10.5046,1,56.6102,48.3991,1.10032,other,ROL
01752.swc,1218,12.5664,9,46,99,54,236.01,231.1,111,1.99836,2164.58,13600.4,6800.21,144.597,172.06,7,0.937936,11.2929,1,69.1844,57.7696,1.13083,other,ROL
01753.swc,1368,12.5664,9,61,130,70,220.56,333.59,123.48,1.99854,2988.59,18777.8,9388.92,220.783,251.667,8,0.941757,9.51538,1,59.5922,52.1764,1.08154,other,ROL
01754.swc,1863,12.5664,7,59,124,66,229.26,271.56,117,1.99893,2905.31,18254.6,9127.29,179.327,241.146,11,0.924728,14.0161,1,64.1481,49.8108,1.08915,other,ROL
01755.swc,1402,12.5664,8,53,112,60,212.98,170.1,118,1.99857,2057.45,12927.3,6463.66,147.11,185.171,10,0.92473,11.5089,1,61.8676,60.0086,1.10367,other,ROL
01756.swc,1070,12.5664,10,40,88,49,206.08,140.53,119.17,1.99813,1706.1,10719.8,5359.89,126.743,148.227,7,0.931046,11.1477,1,72.555,60.7413,1.07116,other,ROL
01757.swc,1323,12.5664,10,40,90,51,288.46,270.94,113,1.99849,2292.69,14405.4,7202.71,187.739,206.13,9,0.945945,13.6889,1,66.0895,52.8549,1.09521,other,ROL
01758.swc,1097,12.5664,5,48,99,52,323.94,266.51,107,1.99818,2542.76,15976.6,7988.32,182.513,217.916,8,0.929866,10.0707,1,60.165,52.081,1.07402,other,ROL
01759.swc,1196,12.5664,9,41,92,52,177.16,219.45,92,1.99833,2291.73,14399.3,7199.67,128.942,153.331,7,0.935401,11.9891,1,57.4695,61.5468,1.06788,other,ROL
01760.swc,1430,12.5664,5,53,113,61,273.86,289.49,99,1.9986,3424.71,21518.1,10759,186.883,215.455,6,0.936499,11.646,1,76.4165,58.0981,1.09824,basal,ROL
01761.swc,1375,12.5664,8,49,104,56,214.13,303.27,120,1.99855,3125.25,19636.5,9818.27,208.946,229.31,7,0.934066,12.2115,1,68.4824,56.7622,1.12656,other,ROL
01762.swc,840,12.5664,13,18,47,30,136.16,143.98,124,1.99762,1440.06,9048.15,4524.08,108.199,122.959,4,0.933941,16.8511,1,61.3969,53.7704,1.08505,basal,ROL
01763.swc,1299,12.5664,9,44,97,54,241.69,310.19,112,1.99846,3011.01,18918.7,9459.37,191.255,213.918,7,0.934296,12.3814,1,73.4958,63.9167,1.09842,basal,ROL
01764.swc,1413,12.5664,12,58,127,70,269.27,378.63,143,1.99858,3482.95,21884,10942,208.375,220.778,9,0.928839,10.1181,1,59.8745,49.0083,1.12543,basal,ROL
01765.swc,1405,12.5664,9,45,97,53,184.81,207.46,101.97,1.99858,1966.68,12357,6178.49,123.472,170.686,7,0.910985,13.4742,1,73.9395,57.7177,1.04375,basal,ROL
01766.swc,940,12.5664,8,28,63,36,166.13,207.19,93,1.99787,1654.47,10395.4,5197.68,139.804,185.307,6,0.923852,13.9048,1,52.2798,53.4876,1.08108,other,ROL
01767.swc,1170,12.5664,7,37,79,43,183.9,239.68,152.74,1.99829,2013.19,12649.2,6324.62,147.304,173.514,6,0.931473,13.7975,1,74.9917,53.8172,1.11828,other,ROL
01768.swc,806,12.5664,8,34,74,41,183.29,137.32,96,1.99752,1481.53,9308.73,4654.37,121.606,135.269,6,0.939895,9.87838,1,69.0539,52.7697,1.08241,other,ROL
01769.swc,1033,12.5664,7,46,98,53,240.78,181,136,1.99806,2270.34,14265,7132.49,133.114,158.547,10,0.94555,9.53061,1,56.5105,49.7155,1.05853,other,ROL
01770.swc,596,12.5664,8,25,56,32,138.54,130.57,80,1.99664,1121.19,7044.66,3522.33,84.9627,106.229,6,0.930882,9.625,1,68.0212,54.2369,1.09731,basal,ROL
01771.swc,683,12.5664,5,24,51,28,142.21,184.51,121,1.99707,1212.63,7619.19,3809.6,111.481,122.496,6,0.920741,12.3725,1,62.8514,56.8937,1.07576,basal,ROL
01772.swc,630,12.5664,5,33,70,38,114.02,220.07,76.61,1.99683,1158.34,7278.04,3639.02,135.569,161.645,8,0.935333,7.98571,1,75.5855,57.7446,1.05298,basal,ROL
01773.swc,593,12.5664,8,22,50,29,107.88,196.78,96,1.99663,1137.8,7148.98,3574.49,128.69,156.79,6,0.936808,10.84,1,67.5652,52.172,1.08101,basal,ROL
01774.swc,525,12.5664,5,18,41,24,96.6,162.38,44,1.99619,732.017,4599.4,2299.7,97.8688,103.946,5,0.928295,11.7805,1,69.2814,62.4314,1.08663,apical,ROL
01775.swc,911,12.5664,8,31,68,38,165.14,135.24,93.13,1.9978,1329.29,8352.2,4176.1,111.127,121.683,6,0.929818,12.3824,1,73.743,57.4074,1.06728,apical,ROL
01776.swc,842,12.5664,7,38,81,44,138,106.26,68,1.99762,1078.29,6775.12,3387.56,89.7827,108.472,7,0.939284,9.38272,1,64.8331,58.9836,1.05983,apical,ROL
01777.swc,1000,12.5664,7,30,66,37,165.14,155.26,91,1.998,1326.76,8336.31,4168.15,123.953,139.418,5,0.934863,14.1364,1,52.1152,56.0288,1.05835,apical,ROL
01778.swc,883,12.5664,7,27,59,33,116.38,151.8,86,1.99773,1198.82,7532.42,3766.21,97.8761,113.599,7,0.919105,13.9492,1,60.9067,59.8974,1.05528,apical,ROL
01779.swc,1128,12.5664,7,37,79,43,215.28,142.14,120,1.99823,1583.21,9947.63,4973.82,151.305,165.266,9,0.921835,13.2658,1,62.2993,48.874,1.061,apical,ROL
01780.swc,792,12.5664,7,30,66,37,171.64,148.96,78,1.99747,1300.67,8172.34,4086.17,126.009,139.488,7,0.936224,10.9848,1,67.9243,64.1949,1.06561,apical,ROL
01781.swc,805,12.5664,11,29,69,41,130.18,149.96,77,1.99752,1168,7338.78,3669.39,96.603,107.718,5,0.925969,10.6522,1,72.5826,56.9078,1.06341,other,ROL
01782.swc,2170,12.5664,6,72,154,83,229.08,231.84,129,1.99908,2981.88,18735.7,9367.85,141.042,195.665,12,0.922899,13.0844,1,74.0189,54.9426,1.05627,other,ROL
01783.swc,1415,12.5664,9,49,106,58,172.86,265.42,132,1.99859,2274.52,14291.2,7145.62,170.37,185.835,9,0.939073,12.3396,1,63.8964,53.8399,1.09129,other,ROL
01784.swc,1264,12.5664,9,34,75,42,142.22,240.91,141,1.99842,1981.13,12447.8,6223.91,149.711,182.594,7,0.93999,15.84,1,54.349,49.9772,1.06695,basal,ROL
01785.swc,1228,12.5664,7,40,86,47,196.78,248.26,94.85,1.99837,2005.58,12601.4,6300.71,178.351,197.847,7,0.930666,13.2674,1,74.3313,57.2647,1.08583,other,ROL
01786.swc,1898,12.5664,8,59,124,66,172.5,230.46,120,1.99895,2499.58,15705.3,7852.66,138.002,173.474,10,0.925866,14.2984,1,69.3692,57.7219,1.0586,other,ROL
01787.swc,1685,12.5664,7,42,89,48,205.16,193.61,117,1.99881,2236.35,14051.4,7025.69,138.639,188.307,7,0.91672,17.9213,1,60.2155,57.3907,1.0489,basal,ROL
01788.swc,1185,12.5664,9,34,75,42,217.62,208.42,120.2,1.99831,1951.51,12261.7,6130.84,150.896,182.721,6,0.917705,14.7867,1,61.7519,56.2193,1.06585,other,ROL
01789.swc,1207,12.5664,7,50,107,58,205.97,256.23,109,1.99834,2069.06,13000.3,6500.15,178.402,215.239,8,0.932498,10.271,1,78.7996,58.6851,1.10777,apical,ROL
01790.swc,1748,12.5664,8,65,137,73,255.62,216.39,130,1.99886,2978.63,18715.3,9357.63,159.818,201.889,13,0.926604,11.7518,1,66.5543,55.081,1.0959,other,ROL
01791.swc,941,12.5664,7,43,93,51,202.29,166.13,95.33,1.99787,1701.54,10691.1,5345.56,125.561,151.648,9,0.941111,9.10753,1,64.3732,55.1235,1.03904,other,ROL
01792.swc,667,12.5664,10,22,53,32,167.35,143.89,102,1.997,1171.85,7362.97,3681.48,103.676,120.123,5,0.923106,11.566,1,58.8697,63.946,1.0704,other,ROL
01793.swc,1097,12.5664,9,40,88,49,186.81,179.61,104,1.99818,1858.4,11676.7,5838.33,125.858,176.383,8,0.911558,11.4545,1,70.3548,61.1257,1.06802,apical,ROL
01794.swc,805,12.5664,10,35,78,44,150.42,106.26,115,1.99752,1246.35,7831.02,3915.51,92.2239,111.339,6,0.927246,9.30769,1,66.8076,62.557,1.09073,other,ROL
01795.swc,1551,12.5664,10,55,118,64,294.86,233.55,120,1.99871,2730.3,17155,8577.49,171.333,210.228,9,0.923999,12.1356,1,71.8299,52.9969,1.09504,other,ROL
01796.swc,818,12.5664,7,30,65,36,247.04,161.83,103.55,1.99756,1447.63,9095.72,4547.86,141.42,159.256,6,0.929925,11.5692,1,76.625,63.2572,1.07862,other,ROL
01797.swc,764,12.5664,7,30,66,37,160.08,157.78,122,1.99738,1188.14,7465.33,3732.67,139.477,191.212,7,0.921145,10.5606,1,69.6638,64.7798,1.05649,apical,ROL
01798.swc,779,12.5664,9,26,60,35,157.78,174.8,66,1.99743,1147.13,7207.63,3603.81,108.657,130.425,6,0.92127,11.9667,1,73.7952,60.0518,1.0537,basal,ROL
01799.swc,744,12.5664,10,24,58,35,88.32,134.32,96,1.99731,1272.22,7993.61,3996.81,79.1218,91.2781,4,0.927921,11.8103,1,72.4222,72.6722,1.09027,basal,ROL
01800.swc,814,12.5664,8,27,60,34,130.64,155.94,69,1.99754,1194.85,7507.49,3753.74,109.683,136.176,5,0.915383,12.55,1,58.5856,54.4433,1.04755,other,ROL
01801.swc,792,12.5664,8,25,56,32,148.8,207.4,101.95,1.99747,1604.06,10078.6,5039.3,132.2,151.879,5,0.942365,13.125,1,61.3665,57.4525,1.09636,basal,ROL
01802.swc,931,12.5664,10,28,65,38,182.06,159.38,91,1.99785,1696.89,10661.9,5330.95,112.791,124.031,5,0.93217,13.3077,1,59.5506,52.2361,1.07484,other,ROL
01803.swc,1298,12.5664,8,41,89,49,306.03,348.3,87,1.99846,2857.21,17952.4,8976.2,231.943,253.26,11,0.942825,13.573,1,58.4493,50.6326,1.10197,apical,RFL
01804.swc,1121,12.5664,6,32,68,37,204.13,287.49,80,1.99822,1777.73,11169.8,5584.89,204.617,211.894,12,0.936814,15.4706,1,77.2042,70.2261,1.08417,apical,RFL
01805.swc,1220,12.5664,9,45,98,54,175.32,263.59,121,1.99836,2221.35,13957.2,6978.58,146.351,166.144,9,0.928817,11.4388,1,71.5977,61.5087,1.10674,other,ROL
01806.swc,1533,12.5664,7,47,100,54,196.42,195.96,152,1.9987,2082.24,13083.1,6541.54,151.917,167.028,10,0.93547,14.32,1,64.6923,50.038,1.07313,other,ROL
01807.swc,1129,12.5664,7,32,69,38,191.82,209.76,116.77,1.99823,1515.38,9521.4,4760.7,130.433,189.821,7,0.923298,15.3478,1,86.8944,69.1344,1.05162,other,ROL
01808.swc,1141,12.5664,9,49,107,59,159.62,181.24,109,1.99825,1640.56,10307.9,5153.96,102.664,124.189,8,0.922319,9.65421,1,67.5737,57.9461,1.0396,basal,ROL
01809.swc,1340,12.5664,8,47,100,54,266.66,260.53,92.01,1.99851,2319.27,14572.4,7286.22,160.205,186.971,8,0.935648,12.39,1,60.9698,48.3417,1.09307,other,ROL
01810.swc,834,12.5664,8,25,56,32,148.12,142.14,56.95,1.9976,1147.63,7210.79,3605.39,112.572,144.789,7,0.922417,13.875,1,62.4206,63.4288,1.0827,other,ROL
01811.swc,1149,12.5664,7,33,71,39,279.37,237.11,100,1.99826,2320.17,14578.1,7289.04,192.833,224.922,6,0.935805,15.169,1,63.9644,54.76,1.11877,basal,ROL
01812.swc,989,12.5664,10,37,82,46,175.32,217.01,89.33,1.99798,1758.9,11051.5,5525.74,120.179,145.986,6,0.941379,11.0488,1,53.2555,47.0404,1.09322,other,ROL
01813.swc,644,12.5664,6,21,46,26,106.65,165.51,101.12,1.99689,1054.8,6627.53,3313.76,114.474,144.202,6,0.941662,12.9783,1,75.4421,58.9554,1.06007,other,ROL
01814.swc,1163,12.5664,9,42,91,50,175.72,225.75,104.28,1.99828,2084.67,13098.4,6549.19,146.519,174.812,10,0.929442,11.7692,1,57.7115,61.5152,1.06456,apical,ROL
01815.swc,1039,12.5664,8,37,80,44,204.13,221.29,92,1.99808,1940.96,12195.4,6097.72,140.469,175.597,7,0.929301,11.975,1,72.0544,53.523,1.08173,apical,ROL
01816.swc,634,12.5664,9,14,36,23,182.21,132.02,102,1.99685,1325.44,8327.96,4163.98,111.111,154.088,5,0.921147,16.5833,1,85.5385,79.8406,1.06592,basal,ROL
01817.swc,1113,12.5664,10,45,99,55,196.88,168.51,66.81,1.9982,1683.27,10576.3,5288.15,134.053,151.833,9,0.926141,10.2323,1,53.67,51.5695,1.08232,apical,ROL
01818.swc,1399,12.5664,9,48,104,57,207.19,276.94,86,1.99857,2212.06,13898.8,6949.38,153.074,180.716,8,0.942715,12.4423,1,64.8505,50.9836,1.13641,other,ROL
01819.swc,928,12.5664,8,31,69,39,123.89,147.2,94,1.99784,1293.22,8125.53,4062.77,101.048,115.702,7,0.938077,12.4348,1,73.8712,60.2564,1.04726,other,ROL
01820.swc,1568,12.5664,14,53,118,66,138,149.96,103,1.99872,2343.62,14725.4,7362.7,123.064,143.661,9,0.934232,12.2797,1,60.1317,51.1604,1.13166,other,ROL
01821.swc,1587,12.5664,7,44,94,51,157.32,187.68,108,1.99874,1996.86,12546.6,6273.31,109.286,145.978,8,0.938895,15.8723,1,61.0161,54.9517,1.06971,basal,ROL
01822.swc,951,12.5664,8,28,61,37,209.76,153.64,88,1.99579,1297.11,8150,4075,138.526,178.683,8,0.923373,14.4262,1,59.1235,65.0669,1.09324,apical,ROL
01823.swc,623,12.5664,9,19,46,28,129.26,132.02,74,1.99679,971.044,6101.25,3050.63,81.0752,111.469,5,0.925588,12.5217,1,72.9209,59.1353,1.0691,basal,ROL
01824.swc,960,12.5664,8,33,72,40,159.62,201.94,95.89,1.99792,1536.55,9654.45,4827.23,133.843,170.736,8,0.931372,12.3194,1,66.9146,63.2596,1.06477,apical,ROL
01825.swc,1881,12.5664,9,60,127,68,291.18,279.53,110,1.99894,3293.7,20695,10347.5,205.488,238.061,12,0.942893,13.8031,1,62.7653,57.6833,1.10792,apical,ROL
01826.swc,1127,12.5664,9,38,84,47,209.64,189.42,81.56,1.99823,1856.58,11665.3,5832.63,119.126,134.406,7,0.927292,12.4048,1,63.9275,64.3081,1.07788,apical,ROL
01827.swc,1111,12.5664,10,39,86,48,133.4,181.24,79,1.9982,1540.5,9679.26,4839.63,109.542,123.786,5,0.928551,11.907,1,66.2802,57.4654,1.09114,apical,ROL
01828.swc,1356,12.5664,11,37,83,47,211.14,174.34,138,1.99853,1954.39,12279.8,6139.9,170.661,183.651,9,0.915589,15.3253,1,72.8249,58.9375,1.05007,other,ROL
01829.swc,1225,12.5664,12,32,76,45,138.77,146.74,75.37,1.99837,1664.91,10461,5230.48,89.3627,131.365,6,0.90261,15.1053,1,72.9678,52.3311,1.12655,other,ROL
01830.swc,942,12.5664,10,32,73,42,175.72,132.94,98.05,1.99788,1393.75,8757.22,4378.61,112.694,135.605,6,0.929782,11.8904,1,91.62,72.0611,1.07613,apical,ROL
01831.swc,1501,12.5664,8,34,75,42,214.82,178.48,121,1.99867,2098.28,13183.9,6591.95,137.285,184.843,6,0.915807,19,1,65.0742,68.448,1.1129,other,ROL
01832.swc,1287,12.5664,12,50,112,63,158.24,171.58,99,1.99845,2038.64,12809.2,6404.59,109.326,135.771,8,0.924744,10.4821,1,70.7755,58.4076,1.08835,basal,ROL
01833.swc,1997,1017.88,9,79,166,88,225.59,250.11,110,2.04617,3434.26,23286.2,15379.7,140.447,178.264,10,0.928158,11.0241,0.94855,71.6506,56.8645,1.15496,other,ROL
01834.swc,860,12.5664,8,37,81,45,194.93,209.04,90,1.99767,1420.58,8925.74,4462.87,135.435,161.436,8,0.921495,9.60494,1,83.6657,59.4899,1.06987,other,ROL
01835.swc,1013,12.5664,8,35,76,42,137.85,153.83,82,1.99803,1376.49,8648.73,4324.36,118.886,151.941,7,0.908201,12.3158,1,77.5925,54.7546,1.06154,other,ROL
01836.swc,949,12.5664,8,40,86,47,135.47,177.16,93,1.99789,1562.12,9815.08,4907.54,100.378,132.524,6,0.921481,10.0233,1,89.197,62.7577,1.05647,apical,ROL
01837.swc,951,12.5664,8,29,64,36,153.64,170.66,97,1.9979,1332.09,8369.8,4184.9,114.942,144.46,8,0.903808,13.8438,1,79.8499,66.4901,1.06491,apical,ROL
01838.swc,1321,12.5664,18,51,120,70,190.03,177.16,127,1.99849,2185.95,13734.7,6867.37,132.798,146.318,7,0.911931,10,1,73.1668,59.9854,1.12553,other,ROL
01839.swc,1019,12.5664,7,45,97,53,174.7,163.06,100,1.99804,1649.54,10364.4,5182.18,118.107,140.457,11,0.917666,9.49485,1,59.7977,55.4069,1.07059,apical,ROL
01840.swc,1021,12.5664,11,36,82,47,137.39,138.46,81,1.99804,1323.91,8318.39,4159.19,106.689,177.993,6,0.896911,11.439,1,101.972,67.3294,1.10773,other,ROL
01841.swc,1359,12.5664,8,49,105,57,243.36,257.46,131,1.99853,2191.21,13767.8,6883.9,169.893,198.929,8,0.909052,11.9333,1,73.4925,56.8394,1.0785,other,ROL
01842.swc,1286,12.5664,6,49,103,55,177.1,187.68,96,1.99844,1717.74,10792.9,5396.44,133.586,177.364,11,0.911182,11.4757,1,85.362,65.1153,1.08252,other,ROL
01843.swc,1163,12.5664,8,42,92,51,138.92,178.02,73,1.99828,1646.4,10344.7,5172.33,105.079,144.8,8,0.912657,11.6304,1,75.516,67.2477,1.11087,apical,ROL
01844.swc,1285,12.5664,8,48,104,57,194.93,184.52,100,1.99844,2073.53,13028.4,6514.18,142.73,187.906,9,0.916785,11.3462,1,79.0329,56.1285,1.07981,other,ROL
01845.swc,1172,12.5664,12,44,99,56,224.23,283.97,101,1.99829,2547.37,16005.6,8002.81,181.067,196.354,9,0.931729,10.8283,1,82.012,65.6222,1.11117,apical,ROL
01846.swc,1940,12.5664,15,66,148,83,252.56,266.04,95,1.99897,3255.98,20458,10229,173.941,209.901,10,0.923865,12.1014,1,75.7589,66.7959,1.16058,apical,ROL
01847.swc,1579,12.5664,8,63,136,74,247.65,239.07,106,1.99873,2676.39,16816.3,8408.13,163.862,202.159,8,0.930054,10.6029,1,74.4336,67.04,1.13676,apical,ROL
01848.swc,1362,12.5664,13,43,98,56,184.92,161.46,54,1.99853,1844.88,11591.7,5795.87,117.254,150.113,9,0.889028,12.8878,1,83.692,63.5102,1.11758,other,ROL
01849.swc,1653,12.5664,11,59,127,69,303.27,184.71,118,1.99879,3528.31,22169,11084.5,180.406,208.044,10,0.91228,12.0079,1,82.9913,56.2258,1.11162,basal,ROL
01850.swc,1414,12.5664,11,40,90,51,176.18,195.5,84,1.99859,1901.49,11947.4,5973.71,113.464,146.146,7,0.914428,14.7,1,68.7691,54.9692,1.06798,other,ROL
01851.swc,1299,12.5664,9,40,88,49,376.79,283.97,137,1.99846,2883.02,18114.6,9057.29,194.971,229,9,0.929281,13.75,1,72.8111,62.2071,1.09433,basal,ROL
01852.swc,988,12.5664,9,26,60,35,114.54,159.62,59,1.99798,1256.74,7896.3,3948.15,100.493,118.005,5,0.895374,15.45,1,89.8863,68.5913,1.09753,apical,ROL
01853.swc,969,12.5664,5,36,76,41,208.07,174.71,80,1.99794,1560.53,9805.1,4902.55,138.71,164.196,7,0.912641,11.7368,1,84.9022,62.3468,1.09932,basal,ROL
01854.swc,1496,12.5664,8,52,110,59,269.11,234.17,103,1.99866,2356.14,14804.1,7402.04,153.082,175.909,9,0.91941,12.5909,1,80.0629,55.7191,1.10132,apical,ROL
01855.swc,1597,12.5664,10,58,126,69,276.47,203.51,88,1.99875,2605.47,16370.6,8185.32,147.547,257.68,11,0.921652,11.6667,1,88.4201,67.4736,1.12928,apical,ROL
01856.swc,1233,12.5664,9,46,99,54,207,141.68,75,1.99838,1697.53,10665.9,5332.94,133.565,162.467,9,0.898435,11.4444,1,81.7051,57.177,1.10251,apical,ROL
01857.swc,2380,12.5664,9,71,149,79,305.27,249.49,152,1.99916,3976.77,24986.8,12493.4,202.621,274.609,11,0.917208,14.9664,1,88.7094,63.3091,1.08104,other,ROL
01858.swc,2021,12.5664,8,60,129,70,285.66,303.43,133,1.99901,3440.07,21614.6,10807.3,178.659,215.683,8,0.920016,14.6589,1,84.8531,54.3191,1.09078,other,ROL
01859.swc,2516,12.5664,5,112,231,120,374.95,342.79,148,1.99921,5145.4,32329.5,16164.7,215.354,276.706,11,0.926032,9.88745,1,72.3976,54.9218,1.08985,other,ROL
01860.swc,1784,12.5664,8,64,137,74,237.23,228.03,141,1.99888,2878.49,18086.1,9043.05,159.964,216.622,8,0.912359,12.0146,1,85.7868,70.4296,1.12268,other,ROL
01861.swc,1066,12.5664,6,59,124,66,291.33,240.78,61,1.99812,2259.41,14196.3,7098.14,194.951,219.943,9,0.928062,7.58871,1,69.727,61.7556,1.099,apical,ROL
